term,slug,canonical,reading,meaning,senses,register,keigo,freq,jlpt,family,candidate_prereqs,fold_into_parent,confidence,review_reason,src_risk,src_volumes,src_glosses
you ga~mai ga,you-ga-mai-ga,〜ようが〜まいが,ようがまいが,whether or not ~; regardless of whether one does ~,,written-modern|polite-spoken,none,uncommon,N1,connective,volitional-form,,high,,gapfill,ext,
o motte,o-motte,〜をもって,をもって,by means of ~; with ~; as of (a time) (formal; also 〜を以て),,written-modern|literary,none,uncommon,N1,connective,,,high,,gapfill,ext,
ta made da,ta-made-da,〜たまでだ,たまでだ,merely ~ed (and nothing more); just happened to ~,,casual-spoken|written-modern,none,uncommon,N1,modality,ta-form,,high,,gapfill,ext,
o hete,o-hete,〜を経て,をへて,via ~; passing through ~; after (a process),,written-modern,none,uncommon,N1,connective,,,high,,gapfill,ext,
ni shite mireba,ni-shite-mireba,〜にしてみれば,にしてみれば,from ~'s point of view; as far as ~ is concerned,,casual-spoken|written-modern,none,uncommon,N1,connective,ni-shitara,,high,,gapfill,ext,
nara~de,nara-de,〜なら〜で,ならで,"if it's ~ then (that's fine in its own way, but)",,casual-spoken|written-modern,none,uncommon,N1,connective,,,med,paired 〜なら〜で 'if ~ then ~ (resigned acceptance)'; colloquial,gapfill,ext,
mono to omou,mono-to-omou,〜ものと思う,ものとおもう,to assume/firmly believe that ~,,written-modern|polite-spoken,none,uncommon,N1,modality,mono,,high,,gapfill,ext,
o fumaete,o-fumaete,〜を踏まえて,をふまえて,based on ~; taking ~ into account,,written-modern,none,common,N1,connective,,,high,,gapfill,ext,
dou nimo,dou-nimo,どうにも,どうにも,(with negative) just can't; in no way; utterly,,casual-spoken|written-modern,none,uncommon,N1,adverbial,,,high,,gapfill,ext,
koto dashi,koto-dashi,〜ことだし,ことだし,since ~ (and also...); given that ~ (one reason among several),,casual-spoken|polite-spoken|written-modern,none,uncommon,N1,connective,koto,,high,,gapfill,ext,
nimo~nai,nimo-nai,〜（よう）にも〜ない,にもない,cannot ~ even if one wants to (no means to),,casual-spoken|written-modern,none,uncommon,N1,modality,volitional-form|nai-form,,med,〜（よう）にも〜ない 'cannot ~ even if one tries'; reconstructed from form,gapfill,ext,
mono to omotte ita,mono-to-omotte-ita,〜ものと思っていた,ものとおもっていた,had assumed that ~ (but it turned out otherwise),,casual-spoken|written-modern,none,uncommon,N1,modality,mono-to-omou,,high,,gapfill,ext,
ori niwa,ori-niwa,〜折には,おりには,"on the occasion of ~; when (formal, polite)",,polite-spoken|written-modern,none,uncommon,N1,connective,,,high,,gapfill,ext,
o kanete,o-kanete,〜を兼ねて,をかねて,serving also as ~; combining ~ (two purposes at once),,written-modern|polite-spoken,none,uncommon,N1,connective,,,high,,gapfill,ext,
to iwazu,to-iwazu,〜といわず,といわず,not to mention ~; ~ and everything (〜といわず〜といわず: both ~ and ~ alike),,written-modern|literary,none,rare,N1,connective,,,med,"〜といわず, base of the paired 〜といわず〜といわず 'both ~ and ~ without distinction'",gapfill,ext,
shidai desu,shidai-desu,〜次第です,しだいです,such is the situation that ~; that is how it came to be (formal explanation),,polite-spoken|written-modern,none,uncommon,N1,modality,,,med,"次第 polysemous; here 〜次第です explanatory 'that is the situation', not 'as soon as'",gapfill,ext,
to iu tokoro,to-iu-tokoro,〜というところ(だ),というところ,about ~; at most ~; roughly (というところだ),,casual-spoken|written-modern,none,uncommon,N1,modality,to-iu|tokoro,,high,,gapfill,ext,
ichi~tari tomo~nai,ichi-tari-tomo-nai,一〜たりとも〜ない,いちたりとも,"not even a single ~ (一人たりとも, 一日たりとも)",,written-modern|literary,none,rare,N1,particle,tari-tomo,,high,,gapfill,ext,
ni hajinai,ni-hajinai,〜に恥じない,にはじない,worthy of ~; not to be ashamed before ~ (名に恥じない),,written-modern|literary,none,rare,N1,modality,,,high,,gapfill,ext,
zu jimai,zu-jimai,〜ずじまい,ずじまい,ended up not ~ing (and now regret it / lost the chance),,casual-spoken|written-modern,none,uncommon,N1,modality,nai-form,,high,,gapfill,ext,
zukume,zukume,〜ずくめ,ずくめ,"all ~; nothing but ~ (黒ずくめ, いいことずくめ)",,casual-spoken|written-modern,none,uncommon,N1,particle,,,high,,gapfill,ext,
towa iu mono no,towa-iu-mono-no,〜とは言うものの,とはいうものの,having said that ~; nonetheless,,written-modern|polite-spoken,none,common,N1,connective,,,high,,gapfill,ext,
you ni yotte wa,you-ni-yotte-wa,〜ようによっては,ようによっては,depending on how (one looks at / does) ~,,casual-spoken|written-modern,none,uncommon,N1,connective,you,,high,,gapfill,ext,
zu niwa sumanai,zu-niwa-sumanai,〜ずにはすまない,ずにはすまない,can't get away without ~ing; must ~ (社会的obligation),,written-modern,none,uncommon,N1,modality,nai-form,,high,,gapfill,ext,
sore made da,sore-made-da,それまでだ,それまでだ,that's the end of it; nothing more can be done,,casual-spoken|written-modern,none,uncommon,N1,modality,,,high,,gapfill,ext,
to iou ka,to-iou-ka,〜といおうか,といおうか,or should I say ~; what one might call ~,,casual-spoken|written-modern,none,uncommon,N1,connective,,,high,,gapfill,ext,
o yoginaku saseru,o-yoginaku-saseru,〜を余儀なくさせる,をよぎなくさせる,to compel / force (someone or a situation) to ~,,written-modern,none,uncommon,N1,modality,o-yoginaku-sareru,,high,,gapfill,ext,
towa kurabemono ni naranai,towa-kurabemono-ni-naranai,〜とは比べものにならない,とはくらべものにならない,cannot be compared with ~; ~ is in a different league,,casual-spoken|written-modern,none,uncommon,N1,modality,,,high,,gapfill,ext,
o zentei ni,o-zentei-ni,〜を前提に,をぜんていに,on the premise of ~; assuming ~ as a precondition,,written-modern,none,common,N1,connective,,,high,,gapfill,ext,
o ki ni,o-ki-ni,〜を機に,をきに,taking ~ as an opportunity; on the occasion of ~,,written-modern,none,uncommon,N1,connective,,,high,,gapfill,ext,
tomo arou,tomo-arou,〜ともあろう,ともあろう,someone as prominent/responsible as ~ (shouldn't do that),,written-modern|literary,none,rare,N1,modality,,,high,,gapfill,ext,
man ga ichi,man-ga-ichi,万が一,まんがいち,in the unlikely event that ~; just in case,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
o~ni makaseru,o-ni-makaseru,〜を〜に任せる,をにまかせる,to leave ~ to ~; entrust ~ to ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,other,,,high,,gapfill,ext,
ikasu,ikasu,〜を活かす,いかす,to make the most of ~; put ~ to good use,,casual-spoken|polite-spoken|written-modern,none,common,N2,other,,,med,lexical verb 活かす 'make use of'; kept as the 〜を活かす pattern,gapfill,ext,
ta sue,ta-sue,〜た末・〜の末,たすえ,after (much) ~; as the final outcome of ~,,written-modern,none,common,N2,connective,ta-form,,high,,gapfill,ext,
ga ki ni naru,ga-ki-ni-naru,〜が気になる,がきになる,to be worried/curious about ~; ~ bothers one,,casual-spoken|polite-spoken|written-modern,none,common,N2,other,,,high,,gapfill,ext,
ni ki o tsukeru,ni-ki-o-tsukeru,〜に気をつける,にきをつける,to be careful about ~; pay attention to ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,other,,,high,,gapfill,ext,
te koso,te-koso,〜てこそ,てこそ,only by ~ing; it is precisely when you ~ that...,,written-modern|polite-spoken,none,common,N2,connective,te-form,,high,,gapfill,ext,
yori shikata ga nai,yori-shikata-ga-nai,〜よりしかたがない,よりしかたがない,have no choice but to ~ (= 〜よりほかない),,casual-spoken|written-modern,none,uncommon,N2,modality,,,high,,gapfill,ext,
naku wa nai,naku-wa-nai,〜なくはない,なくはない,it's not that ~ isn't so; do ~ to some degree (= なくもない),,casual-spoken|polite-spoken|written-modern,none,common,N2,modality,nai-form,,high,,gapfill,ext,
tamae,tamae,〜たまえ,たまえ,"do ~ (mild commanding tone, by a superior male to an inferior)",,casual-spoken,none,uncommon,N2,auxiliary,masu-stem,,high,,gapfill,ext,
no uchi de,no-uchi-de,〜のうち(で),のうちで,within ~; among ~; while ~ (still the case),,casual-spoken|polite-spoken|written-modern,none,common,N2,particle,,,high,,gapfill,ext,
o keiki ni,o-keiki-ni,〜を契機に,をけいきに,taking ~ as a turning point; prompted by ~,,written-modern,none,uncommon,N2,connective,o-ki-ni,,high,,gapfill,ext,
gake ni,gake-ni,〜がけに,がけに,on the way (while doing); 帰りがけに 'on the way back',,casual-spoken|written-modern,none,uncommon,N2,connective,,,high,,gapfill,ext,
te ite wa,te-ite-wa,〜ていては,ていては,if one keeps ~ing (then a bad result follows),,casual-spoken|written-modern,none,common,N2,connective,te-form|te-iru,,high,,gapfill,ext,
mo mata,mo-mata,も又,もまた,also; likewise; ~ too (formal),,written-modern|polite-spoken,none,common,N2,particle,,,high,,gapfill,ext,
kikkake,kikkake,きっかけ,きっかけ,a trigger / opportunity; the thing that starts something (used as 〜がきっかけで／〜をきっかけに),,casual-spoken|polite-spoken|written-modern,none,common,N2,other,ga-kikkake-de,ga-kikkake-de,med,noun きっかけ 'trigger'; grammatical use is 〜がきっかけで／をきっかけに,gapfill,ext,
imada ni,imada-ni,未だに,いまだに,still (even now); not yet (after all this time),,written-modern|polite-spoken,none,common,N2,adverbial,,,high,,gapfill,ext,
itsu no ma ni ka,itsu-no-ma-ni-ka,いつの間にか,いつのまにか,before one knows it; without noticing,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
nuku,nuku,〜抜く,ぬく,to do ~ all the way through (despite hardship); やり抜く 'carry through',,casual-spoken|polite-spoken|written-modern,none,common,N2,auxiliary,masu-stem,,high,,gapfill,ext,
nuki de,nuki-de,〜抜きで,ぬきで,without ~; leaving out ~ (朝食抜きで),,casual-spoken|polite-spoken|written-modern,none,common,N2,particle,,,high,,gapfill,ext,
sore ni shitemo,sore-ni-shitemo,それにしても,それにしても,"even so; nevertheless; (still,) that said",,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,,,high,,gapfill,ext,
omou you ni,omou-you-ni,思うように,おもうように,as one wishes; the way one wants (often + neg: not as hoped),,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
to iu ten kara kangaeru to,to-iu-ten-kara-kangaeru-to,〜という点から考えると,というてんからかんがえると,thinking from the standpoint that ~; in terms of the point that ~,,written-modern|polite-spoken,none,uncommon,N2,connective,to-iu,,high,,gapfill,ext,
to iu fuu ni,to-iu-fuu-ni,〜という風に,というふうに,in the manner of ~; in such a way that ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,to-iu,,high,,gapfill,ext,
sou ieba,sou-ieba,そういえば,そういえば,now that you mention it; come to think of it,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,,,high,,gapfill,ext,
o~negau,o-negau,お〜願う,おねがう,to (humbly) request that you ~ (ご記入願います),,polite-spoken|written-modern,kenjougo,uncommon,N2,auxiliary,,,high,,gapfill,ext,
ka no you da,ka-no-you-da,〜かのようだ,かのようだ,as if ~; as though ~ (it weren't actually so),,casual-spoken|polite-spoken|written-modern,none,common,N2,modality,youda,,high,,gapfill,ext,
no dewa nai darou ka,no-dewa-nai-darou-ka,〜のではないだろうか,のではないだろうか,isn't it (perhaps) that ~?; I think maybe ~,,polite-spoken|written-modern,none,common,N2,modality,darou,,high,,gapfill,ext,
no mo touzen da,no-mo-touzen-da,〜のも当然だ,のもとうぜんだ,it's only natural that ~; no wonder ~,,casual-spoken|written-modern,none,common,N2,modality,mo-touzen-da,,high,,gapfill,ext,
osoraku,osoraku,おそらく,おそらく,probably; most likely (often with 〜だろう),,polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
mono desu kara,mono-desu-kara,〜ものですから,ものですから,because ~ (polite explanation/excuse; also 〜もので),,polite-spoken|casual-spoken,none,common,N2,connective,mono-dakara,,high,,gapfill,ext,
te shou ga nai,te-shou-ga-nai,〜てしょうがない,てしょうがない,"can't help (feeling) ~; extremely ~ (colloquial, = てしかたがない)",,casual-spoken,none,common,N2,modality,te-form|te-shikata-ga-nai,,high,,gapfill,ext,
saiwai,saiwai,幸い,さいわい,fortunately; luckily (幸いなことに),,polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
tachimachi,tachimachi,たちまち,たちまち,in an instant; immediately; suddenly,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
nani kara nani made,nani-kara-nani-made,何から何まで,なにからなにまで,everything; from A to Z,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
nani yori,nani-yori,何より,なにより,more than anything; best of all,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
nan to ittemo,nan-to-ittemo,何といっても,なんといっても,above all; no matter what anyone says,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,gapfill,ext,
sore nanoni,sore-nanoni,それなのに,それなのに,and yet; in spite of that,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,noni,,high,,gapfill,ext,
roku ni~nai,roku-ni-nai,ろくに〜ない,ろくに,not properly ~; hardly ~ (ろくに食べない),,casual-spoken,none,common,N2,adverbial,,,high,,gapfill,ext,
te demo,te-demo,〜てでも,てでも,even by (resorting to) ~ing (to achieve a goal at any cost),,casual-spoken|written-modern,none,uncommon,N2,connective,te-form,,high,,gapfill,ext,
